127.0.0.1 - - [23/Apr/2020:14:46:34 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:51:53 +0530] "GET /IPA/api/getById?customerId=13213 HTTP/1.1" 200 2460
127.0.0.1 - - [23/Apr/2020:14:52:02 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:52:03 +0530] "GET /IPA/api/account_master/getAllTransactions?pageNumber=1&pageSize=10 HTTP/1.1" 200 29426
127.0.0.1 - - [23/Apr/2020:14:52:10 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:52:11 +0530] "GET /IPA/api/getById?customerId=13213 HTTP/1.1" 200 2460
127.0.0.1 - - [23/Apr/2020:14:52:31 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
127.0.0.1 - - [23/Apr/2020:14:52:31 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:52:31 +0530] "GET /IPA/api/getCreditRating HTTP/1.1" 200 189
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:52:31 +0530] "GET /IPA/api/getAgencyName HTTP/1.1" 200 177
127.0.0.1 - - [23/Apr/2020:14:52:43 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:52:45 +0530] "GET /IPA/api/viewAllTranche?customerId=&isinNumber=&pageNumber=1&pageSize=10 HTTP/1.1" 200 71119
127.0.0.1 - - [23/Apr/2020:14:54:49 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
127.0.0.1 - - [23/Apr/2020:14:54:49 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
127.0.0.1 - - [23/Apr/2020:14:54:49 +0530] "GET /DealConsolidationPlatform/api/users/getAllUsersId?userRole=ipa_checker HTTP/1.1" 200 26969
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:54:49 +0530] "GET /IPA/api/getAllCheckersId?userRole=ipa_checker HTTP/1.1" 200 26969
127.0.0.1 - - [23/Apr/2020:14:54:49 +0530] "GET /DealConsolidationPlatform/api/users/getUserDetails HTTP/1.1" 200 5987
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:54:49 +0530] "GET /IPA/api/getUserDetails HTTP/1.1" 200 5987
